R051	873101.0
R079	-771701.0
R080	-5756194.0
R081	-526357.0
R032	1488415.0
R022	3085780.0
R023	79858520.0
R082	-81148906.0
R083	-319768.0
R170	19722605.0
R085	45031430.0
R086	-65334267.0
R462	3743408.0
R463	-4849138.0
R087	5280787.0
R088	-6572931.0
R227	4029712.0
R001	-1715849.0
R142	-1266665.0
R311	4390030.0
R118	331458302.0
R044	-335124989.0
R028	32466893.0
R125	-34237434.0
R171	1919241.0
R411	-1918882.0
R412	71604.0
R196	-71949.0
R148	12874462.0
R098	-4130831.0
R262	-3890573.0
R184	11217.0
R149	9992906.0
R263	-14857195.0
R228	1243154.0
R229	7639448.0
R211	-6483203.0
R150	64709465.0
R230	362165.0
R136	-64519476.0
R172	595813.0
R264	-812605.0
R108	98211716.0
R089	-33513311.0
R099	-62009306.0
R057	-5423099.0
R231	251140.0
R258	416612.0
R246	7570410.0
R454	-4846328.0
R278	6527632.0
R455	-9352555.0
R197	6507921.0
R232	-4180689.0
R212	7130698.0
R214	-1368004.0
R215	108858594.0
R216	35224425.0
R390	-136896866.0
R391	-10092635.0
R398	-4135634.0
R392	1944610766.0
R393	-1942736742.0
R394	1901280.0
R395	2964701.0
R396	-7896068.0
R397	3647665.0
R368	-3582796.0
R369	426039.0
R234	-529569.0
R247	1454849.0
R370	-434085.0
R371	116281247.0
R372	-116264184.0
R373	-1447909.0
R374	100652620.0
R399	-97435192.0
R400	130141.0
R151	-3358243.0
R312	444440.0
R175	654899.0
R163	525945.0
R330	2242306.0
R248	2463002.0
R235	-5720887.0
R268	768670.0
R249	-371196.0
R250	-157426.0
R265	135053861.0
R294	-135481144.0
R279	7222537.0
R236	-5309227.0
R137	1827976.0
R266	-1322354.0
R295	-2841397.0
R313	855921.0
R348	346016.0
R349	-436742.0
R350	-750474.0
R375	4740855.0
R376	-2564662.0
R152	3321603.0
R535	-5490585.0
R536	-2798.0
R460	413940.0
R352	257780.0
R353	234253015.0
R377	-83948932.0
R378	-142463275.0
R379	-1561284.0
R380	-6242769.0
R381	14932946.0
R432	-14785469.0
R433	3748528.0
R434	1653080.0
R435	-1917016.0
R436	-1527410.0
R437	7374047.0
R003	-5905903.0
R004	1127061.0
R005	1408566.0
R006	-5900876.0
R007	3390020.0
R008	1964072.0
R009	-4585424.0
R401	17447.0
R413	1477292.0
R402	-1428263.0
R403	2096149.0
R404	-3206600.0
R100	-659795.0
R173	-68.0
R185	5909810.0
R280	547982.0
R174	2571668.0
R126	-7669787.0
R035	-1359673.0
R296	731946.0
R331	4264708.0
R101	13099196.0
R332	-11999324.0
R102	-6096522.0
R333	802345.0
R334	4203494.0
R314	-560116.0
R251	5394635.0
R186	-2354206.0
R187	-5485044.0
R281	3367635.0
R084	112071765.0
R188	-114448899.0
R010	-2991613.0
R011	0.0
R010	103386558.0
R011	-103386558.0
R012	10601.0
R013	636505.0
R012	116793406.0
R013	-117415048.0
R012	10674363.0
R013	-8267780.0
R111	1767274.0
R175	116388593.0
R138	-103075405.0
R282	99967562.0
R139	-116473361.0
R029	941733.0
R014	-1948441.0
R028	239705.0
R252	4546324.0
R127	2739708.0
R217	1122353.0
R283	-7467793.0
R284	150119327.0
R297	-84190762.0
R198	-65590954.0
R199	2658972.0
R153	96720559.0
R438	-92601324.0
R439	697589711.0
R103	-687664525.0
R440	-12320851.0
R441	11153.0
R442	397927.0
R200	-6309531.0
R382	9756145.0
R383	-6922170.0
R384	1020734.0
R385	-1726863.0
R354	1679191877.0
R355	-1681079986.0
R356	916475.0
R357	-1034193.0
R464	50680890.0
R414	-50221297.0
R415	-318774.0
R416	255330.0
R417	-518166.0
R418	117440509.0
R419	-117440512.0
R335	1.0
R336	0.0
R337	0.0
R338	1354765.0
R358	-1354765.0
R285	0.0
R315	5457636.0
R195	-2570803.0
R104	5007626.0
R443	-4735958.0
R253	-2887328.0
R154	1938337.0
R237	8192174.0
R112	-5480958.0
R155	2231076.0
R156	26407788.0
R157	-33508231.0
R113	1415897.0
R015	2404585.0
R017	329940547.0
R016	-333812383.0
R017	3280320.0
R359	532731.0
R140	-2634951.0
R339	-1057421.0
R238	5001275.0
R267	-4795620.0
R298	-80138.0
R340	2129845.0
R018	2696318.0
R218	-1909799.0
R254	-407150.0
R201	-1616503.0
R202	-323482.0
R219	463404.0
R141	-1278835.0
R341	297290119.0
R158	-297290115.0
R255	288105.0
R128	474040.0
R114	8239284.0
R115	-6647985.0
R019	-2353448.0
R359	0.0
R360	2703353.0
R239	-2257498.0
R256	31969.0
R268	2163089.0
R299	6378492.0
R316	-6963560.0
R286	3438211.0
R269	-1557437.0
R287	4748252.0
R317	286873.0
R318	-8315755.0
R020	-551153.0
R021	5193254.0
R022	-5298090.0
R023	1602157.0
R453	6877636.0
R203	-2291688.0
R163	-2497388.0
R461	-1774970.0
R240	2897198.0
R300	-664098.0
R142	-3163399.0
R257	7921003.0
R301	1155962.0
R129	-8897870.0
R220	1153702.0
R270	-2318245.0
R258	11472262.0
R288	-11101739.0
R241	4997798.0
R289	-4254133.0
R204	-1114187.0
R420	2859266.0
R242	1672175357.0
R421	-1674203561.0
R422	1324399.0
R423	1968049.0
R424	-4092592.0
R130	117574602.0
R425	-112875984.0
R271	-1917728.0
R426	1855173.0
R302	-3810010.0
R319	-856971.0
R259	-1.0
R303	0.0
R342	0.0
R024	69363318.0
R025	-62662831.0
R570	-6236142.0
R571	-38619.0
R572	-233919.0
R459	-191746.0
R549	1075.0
R544	12057.0
R552	82662.0
R551	24435.0
R543	-120289.0
R546	516599.0
R550	-467031.0
R548	418217.0
R547	-354128.0
R545	-94053.0
R542	-12335.0
R541	18524.0
R550	-18882.0
R541	221227.0
R549	-227733.0
R540	261413.0
R001	561876.0
R304	116701484.0
R027	-116970837.0
R028	22915.0
R029	83347551.0
R030	-72644435.0
R343	-10860346.0
R320	829692.0
R290	2258092.0
R189	-3376252.0
R105	5809604.0
R321	195507562.0
R190	-195046128.0
R272	-6340972.0
R031	7098806.0
R293	-1439396.0
R031	12080509.0
R293	49601237.0
R032	-61867096.0
R033	143189.0
R116	3574345.0
R084	-8799854.0
R164	372461.0
R452	-825826.0
R166	12008302.0
R167	-9613073.0
R168	-2264157.0
R191	9957307.0
R192	-3214210.0
R159	15747921.0
R034	-18766941.0
R169	1349007.0
R273	-5135943.0
R193	1095392.0
R035	16559723.0
R260	-11347999.0
R274	-5128505.0
R036	-1246823.0
R037	612021.0
R038	-56674.0
R039	-546591.0
R040	22448.0
R306	7521471.0
R117	-7044812.0
R041	1864639.0
R042	-1802011.0
R043	846837.0
R014	-1068438.0
R044	923756.0
R322	693440.0
R194	1946586.0
R160	-1309769.0
R170	2325180.0
R131	-3920183.0
R143	644233.0
R176	116359724.0
R045	-112545695.0
R046	2979013.0
R047	-7410206.0
R046	-1034934.0
R047	34147179.0
R048	-34140280.0
R049	6946482.0
R050	-2497176.0
R051	-4253936.0
R177	20869344.0
R178	-11535739.0
R179	18285211.0
R144	-27700119.0
R180	7550190.0
R181	4867582.0
R182	-11109521.0
R132	1174956.0
R307	988270270.0
R205	-987553157.0
R195	-3128791.0
R221	11824239.0
R243	-6266408.0
R308	-1330015.0
R309	579270.0
R244	-2550864.0
R275	3120066.0
R119	95094477.0
R161	-83292627.0
R183	-697475.0
R133	-15698184.0
R052	5981174.0
R323	44429571.0
R324	-49179838.0
R206	1943150547.0
R207	-1945356457.0
R344	7917964.0
R345	-605772.0
R053	-7312199.0
R405	850783.0
R406	-796725.0
R407	7258732.0
R408	-7312790.0
R409	559437.0
R386	688920627.0
R387	-685754166.0
R388	-3725895.0
R389	1179966.0
R361	-1179969.0
R362	1310262.0
R363	4131092.0
R364	-4982602.0
R365	5090739.0
R366	361160.0
R367	-5910648.0
R444	4803244.0
R145	-1821555.0
R445	-348712.0
R446	-147109.0
R447	-1500952.0
R448	-472693.0
R449	1414703.0
R450	443488.0
R146	-2370369.0
R325	67108816.0
R162	-67107021.0
R120	-1771.0
R245	-71.0
R222	67108863.0
R106	-67108861.0
R326	36.0
R107	10943435.0
R427	-10943474.0
R428	1.0
R429	83886079.0
R054	50910240.0
R276	-134640306.0
R134	2781304.0
R346	-2937315.0
R121	957480.0
R090	-314540.0
R091	4302004.0
R092	11090088.0
R093	-5447917.0
R094	-521310.0
R095	-5918857.0
R291	1012295.0
R261	13616757.0
R223	-7231960.0
R327	24050947.0
R147	-32163146.0
R347	-3171493.0
R018	-221448.0
R096	226178.0
R122	302101.0
R097	-567179.0
R208	3673649.0
R310	-867823.0
R328	-2781652.0
R055	434576.0
R072	-458752.0
R224	12150045.0
R108	-2200189.0
R456	-7393892.0
R225	-667766.0
R056	443622.0
R057	115108691.0
R058	-116819968.0
R059	1885311.0
R060	1439011.0
R123	5916489.0
R061	-382131.0
R124	564405.0
R062	-10043627.0
R064	378149.0
R065	-133120.0
R067	-84505.0
R068	436826.0
R069	-196347.0
R277	5332689.0
R209	-5147605.0
R451	901908.0
R109	1837815.0
R210	63859568.0
R135	-66665014.0
R110	3792484.0
R329	1071182.0
R430	-862259.0
R226	-3501981.0
R292	6401778.0
R431	1552789809.0
R070	-1560210915.0
R165	-413.0
R468	1889.0
R469	3614.0
R051	7072529.0
R079	-770046.0
R080	-5748361.0
R081	-545122.0
R032	1502521.0
R022	3078562.0
R023	79857193.0
R082	-81143580.0
R083	-321823.0
R170	19740468.0
R085	45012007.0
R086	-65338036.0
R462	3748561.0
R463	-4855216.0
R087	5283774.0
R088	-6578985.0
R227	4037191.0
R001	-1709328.0
